order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI002065,O003866,P0004,1,3367.3,15
OI002066,O003046,P0106,1,1690.33,10
OI002067,O001637,P0028,1,27227.18,0
OI002068,O001637,P0088,1,5876.52,0
OI002069,O000399,P0053,1,4564.56,20
OI002070,O002377,P0115,1,2685.94,0
OI002071,O000909,P0037,1,324.95,15
OI002072,O002295,P0038,1,3621.23,10
OI002073,O002295,P0186,1,486.61,0
OI002074,O000593,P0166,2,419.38,0
OI002075,O001251,P0202,1,1841.6,0
OI002076,O000786,P0032,1,4194.07,5
OI002077,O002460,P0223,1,1227.56,15
OI002078,O002876,P0095,1,1634.99,5
OI002079,O001093,P0084,2,3021.86,0
OI002080,O001093,P0106,1,1690.33,10
OI002081,O001022,P0097,1,2710.21,0
OI002082,O001022,P0169,1,868.91,0
OI002083,O003013,P0133,1,6177.4,0
OI002084,O003013,P0175,1,436.15,0
OI002085,O003013,P0071,1,8668.54,5
OI002086,O001333,P0114,1,2920.73,0
OI002087,O001932,P0170,2,525.76,0
OI002088,O001932,P0052,1,1776.47,0
OI002089,O000864,P0220,3,1073.05,0
OI002090,O000864,P0163,1,958.38,15
OI002091,O002537,P0038,1,3621.23,20
OI002092,O002537,P0053,1,4564.56,0
OI002093,O000256,P0100,1,2671.55,5
OI002094,O000256,P0091,1,1088.09,0
OI002095,O003755,P0049,1,2755.84,0
OI002096,O000765,P0223,1,1227.56,0
OI002097,O000765,P0171,1,541.45,10
OI002098,O000765,P0220,1,1073.05,0
OI002099,O000121,P0170,1,525.76,0
OI002100,O000583,P0063,2,2204.83,0
OI002101,O000583,P0126,2,2271.81,15
OI002102,O002794,P0126,2,2271.81,10
OI002103,O002794,P0071,1,8668.54,0
OI002104,O002794,P0112,1,370.66,10
OI002105,O001635,P0013,1,20958.29,0
OI002106,O002921,P0065,1,260.18,0
OI002107,O002921,P0001,1,17354.67,5
OI002108,O003520,P0111,1,2006.08,0
OI002109,O000390,P0119,1,913.24,0
OI002110,O000390,P0041,1,4355.59,0
OI002111,O000390,P0016,1,27653.48,0
OI002112,O000390,P0201,2,494.46,0
OI002113,O004022,P0228,3,210.24,10
OI002114,O004022,P0214,1,689.22,5
OI002115,O001601,P0016,2,27653.48,20
OI002116,O001601,P0192,1,2255.96,0
OI002117,O001601,P0118,1,665.2,0
OI002118,O001275,P0135,2,2707.59,0
OI002119,O001275,P0075,1,652.01,0
OI002120,O001275,P0053,1,4564.56,5
OI002121,O000059,P0106,1,1690.33,0
OI002122,O001662,P0029,3,4711.37,0
OI002123,O003862,P0226,1,1175.86,0
OI002124,O003862,P0074,1,5563.17,5
OI002125,O003862,P0037,1,324.95,0
OI002126,O004126,P0073,1,2705.6,0
OI002127,O003583,P0072,1,4574.79,0
OI002128,O003744,P0046,1,861.09,20
OI002129,O002863,P0110,2,1982.94,0
OI002130,O001384,P0197,1,1395.26,0
OI002131,O001384,P0004,2,3367.3,10
OI002132,O003360,P0122,2,6428.59,0
OI002133,O003360,P0202,1,1841.6,0
OI002134,O000509,P0196,1,3467.19,15
OI002135,O000509,P0136,1,5721.72,5
OI002136,O000570,P0017,1,3675.28,5
OI002137,O002104,P0151,2,145.51,5
OI002138,O002116,P0117,2,1772.02,5
OI002139,O002337,P0090,1,8442.22,0
OI002140,O002337,P0078,1,8872.72,10
OI002141,O003696,P0165,1,476.64,0
OI002142,O000723,P0058,1,3276.0,5
OI002143,O001136,P0116,2,2403.95,0
OI002144,O002511,P0052,1,1776.47,0
OI002145,O002511,P0177,2,691.82,0
OI002146,O002623,P0222,1,591.69,0
OI002147,O003683,P0071,1,8668.54,15
OI002148,O002855,P0215,1,557.83,5
OI002149,O002855,P0123,1,402.56,0
OI002150,O001276,P0100,1,2671.55,10
OI002151,O001840,P0070,2,3398.94,0
OI002152,O002572,P0042,1,1854.22,0
OI002153,O002379,P0123,1,402.56,0
OI002154,O000724,P0057,1,4668.58,0
OI002155,O000724,P0113,2,868.09,0
OI002156,O000724,P0232,1,1130.77,0
OI002157,O003704,P0035,1,649.39,0
OI002158,O001458,P0005,1,27369.28,0
OI002159,O001458,P0200,1,2664.42,0
OI002160,O002986,P0061,1,7304.47,0
OI002161,O002986,P0166,1,419.38,0
OI002162,O002986,P0125,1,6755.25,0
OI002163,O001580,P0099,1,2204.27,0
OI002164,O001370,P0057,1,4668.58,15
OI002165,O002959,P0142,2,2815.41,0
OI002166,O001930,P0131,1,4419.55,5
OI002167,O001930,P0165,1,476.64,0
OI002168,O001189,P0240,1,1454.49,0
OI002169,O001189,P0038,1,3621.23,0
OI002170,O002044,P0029,1,4711.37,0
OI002171,O003785,P0069,1,4764.36,0
OI002172,O003021,P0185,2,804.9,0
OI002173,O000480,P0095,1,1634.99,15
OI002174,O000480,P0134,2,4969.01,5
OI002175,O000480,P0066,1,3872.22,0
OI002176,O002640,P0177,2,691.82,15
OI002177,O001240,P0026,2,43655.64,15
OI002178,O001240,P0070,1,3398.94,0
OI002179,O003102,P0221,1,172.01,0
OI002180,O001898,P0169,1,868.91,0
OI002181,O002770,P0133,1,6177.4,0
OI002182,O002770,P0205,2,3182.03,5
OI002183,O001800,P0080,1,2290.21,0
OI002184,O000886,P0192,1,2255.96,0
OI002185,O000886,P0104,1,393.27,10
OI002186,O000886,P0006,1,1709.83,10
OI002187,O000753,P0017,2,3675.28,5
OI002188,O002810,P0146,1,503.35,10
OI002189,O002810,P0227,1,664.12,10
OI002190,O002145,P0028,1,27227.18,0
OI002191,O002782,P0062,1,2997.43,0
OI002192,O003000,P0231,2,219.41,0
OI002193,O002558,P0073,2,2705.6,0
OI002194,O003399,P0065,1,260.18,0
OI002195,O001515,P0208,1,2265.65,20
OI002196,O002550,P0063,1,2204.83,5
OI002197,O004055,P0194,1,1093.82,10
OI002198,O001571,P0172,2,254.88,0
OI002199,O004088,P0239,1,156.01,0
OI002200,O004088,P0143,1,4173.48,15
OI002201,O002300,P0220,1,1073.05,20
OI002202,O002300,P0158,1,851.38,0
OI002203,O004140,P0148,1,1150.31,10
OI002204,O001851,P0205,2,3182.03,5
OI002205,O001851,P0237,1,111.58,0
OI002206,O003650,P0136,1,5721.72,0
OI002207,O003650,P0236,1,66.62,0
OI002208,O003650,P0047,1,3874.69,0
OI002209,O002829,P0161,1,593.3,5
OI002210,O002829,P0128,1,1434.6,5
OI002211,O002829,P0136,2,5721.72,0
OI002212,O001965,P0001,1,17354.67,10
OI002213,O000249,P0039,1,3923.97,5
OI002214,O000249,P0006,1,1709.83,0
OI002215,O000249,P0084,1,3021.86,0
OI002216,O000249,P0197,1,1395.26,5
OI002217,O003716,P0177,1,691.82,0
OI002218,O003716,P0198,1,1290.69,0
OI002219,O000341,P0142,1,2815.41,0
OI002220,O000341,P0108,1,2164.32,10
OI002221,O001971,P0146,1,503.35,0
OI002222,O000563,P0088,1,5876.52,0
OI002223,O002286,P0001,1,17354.67,5
OI002224,O002286,P0124,1,3167.83,0
OI002225,O003625,P0050,1,418.47,0
OI002226,O002263,P0048,1,3922.55,0
OI002227,O002263,P0028,1,27227.18,0
OI002228,O002321,P0188,1,387.48,10
OI002229,O002321,P0079,1,6113.79,10
OI002230,O002321,P0185,1,804.9,15
OI002231,O000823,P0196,1,3467.19,0
OI002232,O000915,P0109,1,1042.66,0
OI002233,O000360,P0065,1,260.18,5
OI002234,O000282,P0179,1,122.86,15
OI002235,O000580,P0206,2,1218.7,10
OI002236,O000580,P0070,1,3398.94,20
OI002237,O000580,P0151,1,145.51,0
OI002238,O002085,P0052,1,1776.47,0
OI002239,O002085,P0161,1,593.3,0
OI002240,O002129,P0103,1,1857.64,0
OI002241,O002005,P0172,1,254.88,0
OI002242,O002616,P0216,1,256.34,10
OI002243,O002616,P0155,1,814.67,0
OI002244,O002616,P0145,1,2218.83,0
OI002245,O001782,P0145,1,2218.83,0
OI002246,O000863,P0092,1,2780.61,15
OI002247,O002228,P0025,1,24964.59,5
OI002248,O000054,P0098,2,1082.19,20
OI002249,O002864,P0121,1,6600.07,5
OI002250,O001596,P0160,1,239.79,15
OI002251,O001321,P0051,1,446.72,0
OI002252,O001321,P0228,2,210.24,0
OI002253,O004049,P0063,1,2204.83,0
OI002254,O004049,P0084,1,3021.86,0
OI002255,O002590,P0012,1,13712.79,0
OI002256,O002345,P0220,1,1073.05,0
OI002257,O001624,P0087,1,4705.42,0
OI002258,O000181,P0092,1,2780.61,0
OI002259,O000181,P0121,1,6600.07,0
OI002260,O000181,P0195,1,2663.56,0
OI002261,O002028,P0062,1,2997.43,10
OI002262,O002028,P0137,1,6108.38,0
OI002263,O003564,P0086,1,6161.57,10
OI002264,O003564,P0127,2,6001.62,15
OI002265,O003564,P0059,1,4076.26,0
OI002266,O003564,P0111,1,2006.08,0
OI002267,O002615,P0144,1,3418.51,0
OI002268,O000171,P0005,1,27369.28,0
OI002269,O003850,P0177,1,691.82,5
OI002270,O003951,P0020,1,31043.1,0
OI002271,O003951,P0027,1,42325.85,0
OI002272,O001123,P0145,1,2218.83,10
OI002273,O001123,P0230,1,130.64,0
OI002274,O000692,P0036,1,3928.55,0
OI002275,O000692,P0060,1,4494.03,0
OI002276,O002350,P0106,1,1690.33,0
OI002277,O001400,P0222,1,591.69,0
OI002278,O001400,P0012,1,13712.79,15
OI002279,O001400,P0053,1,4564.56,10
OI002280,O001400,P0120,1,1970.87,10
OI002281,O004093,P0106,1,1690.33,0
OI002282,O003900,P0137,2,6108.38,0
OI002283,O003855,P0190,3,2877.47,0
OI002284,O003814,P0019,1,14263.93,15
OI002285,O003814,P0027,1,42325.85,0
OI002286,O003814,P0175,1,436.15,0
OI002287,O003381,P0141,1,6262.04,20
OI002288,O002684,P0113,2,868.09,20
OI002289,O002684,P0184,1,3368.99,20
OI002290,O002684,P0035,2,649.39,0
OI002291,O002684,P0057,1,4668.58,15
OI002292,O002974,P0189,1,2979.33,0
OI002293,O002974,P0055,2,1374.35,15
OI002294,O001391,P0056,1,1660.83,0
OI002295,O000831,P0095,1,1634.99,0
OI002296,O001211,P0025,1,24964.59,0
OI002297,O001211,P0010,2,19891.97,0
OI002298,O001211,P0066,1,3872.22,0
OI002299,O003710,P0003,2,7696.02,15
OI002300,O003710,P0236,1,66.62,0
OI002301,O000191,P0151,1,145.51,5
OI002302,O000454,P0105,1,113.68,15
OI002303,O001402,P0031,1,2125.78,5
OI002304,O001402,P0072,1,4574.79,0
OI002305,O001402,P0165,1,476.64,0
OI002306,O000901,P0151,1,145.51,0
OI002307,O002777,P0228,1,210.24,0
OI002308,O000318,P0116,1,2403.95,0
OI002309,O000318,P0229,3,65.46,0
OI002310,O001934,P0054,1,2227.8,10
OI002311,O001934,P0024,2,14577.63,0
OI002312,O001796,P0088,1,5876.52,20
OI002313,O001796,P0237,1,111.58,10
OI002314,O003784,P0061,1,7304.47,20
OI002315,O002222,P0157,1,121.82,0
OI002316,O002222,P0031,1,2125.78,0
OI002317,O003551,P0024,1,14577.63,0
OI002318,O002077,P0207,1,3333.53,0
OI002319,O001435,P0065,1,260.18,0
OI002320,O000093,P0203,1,1221.17,0
OI002321,O000265,P0154,1,563.67,0
OI002322,O000265,P0138,2,3724.99,20
OI002323,O002889,P0192,1,2255.96,0
OI002324,O003801,P0162,1,693.18,0
OI002325,O003891,P0195,2,2663.56,0
OI002326,O000342,P0062,1,2997.43,0
OI002327,O001024,P0012,1,13712.79,0
OI002328,O003336,P0122,1,6428.59,0
OI002329,O003822,P0177,3,691.82,0
OI002330,O002184,P0071,3,8668.54,0
OI002331,O000258,P0139,1,5647.58,5
OI002332,O002279,P0043,1,1760.62,20
OI002333,O000393,P0169,1,868.91,0
OI002334,O003690,P0194,1,1093.82,0
OI002335,O003671,P0179,1,122.86,20
OI002336,O003671,P0187,2,465.38,0
OI002337,O001085,P0002,1,33154.13,5
OI002338,O001085,P0238,1,814.17,0
OI002339,O000889,P0216,1,256.34,10
OI002340,O000889,P0126,1,2271.81,0
OI002341,O002680,P0210,2,2401.94,0
OI002342,O000635,P0056,1,1660.83,15
OI002343,O000635,P0204,1,1452.83,0
OI002344,O001838,P0106,2,1690.33,5
OI002345,O001838,P0228,1,210.24,0
OI002346,O001838,P0085,1,557.82,0
OI002347,O003188,P0026,1,43655.64,0
OI002348,O002390,P0023,1,12238.08,0
OI002349,O002930,P0129,1,6571.24,0
OI002350,O002930,P0150,1,4472.37,0
OI002351,O003279,P0059,1,4076.26,0
OI002352,O003279,P0237,1,111.58,10
OI002353,O003419,P0148,1,1150.31,0
OI002354,O000651,P0072,1,4574.79,0
OI002355,O003429,P0001,1,17354.67,0
OI002356,O001397,P0110,1,1982.94,0
OI002357,O001431,P0179,1,122.86,0
OI002358,O003198,P0090,1,8442.22,0
OI002359,O003174,P0240,1,1454.49,5
OI002360,O000409,P0092,1,2780.61,0
OI002361,O000409,P0193,2,2611.49,0
OI002362,O000409,P0116,2,2403.95,0
OI002363,O000403,P0143,1,4173.48,15
OI002364,O002364,P0179,1,122.86,5
OI002365,O002364,P0043,1,1760.62,5
OI002366,O002331,P0007,1,37593.96,0
OI002367,O002331,P0190,2,2877.47,15
OI002368,O000066,P0025,1,24964.59,20
OI002369,O003449,P0161,1,593.3,0
OI002370,O001541,P0147,1,5810.42,0
OI002371,O001541,P0006,1,1709.83,15
OI002372,O002861,P0171,1,541.45,0
OI002373,O002861,P0071,2,8668.54,5
OI002374,O000465,P0050,3,418.47,0
OI002375,O000465,P0045,1,4468.9,15
OI002376,O003503,P0211,1,1196.79,0
OI002377,O003503,P0041,1,4355.59,0
OI002378,O002185,P0060,2,4494.03,0
OI002379,O000950,P0189,1,2979.33,0
OI002380,O003356,P0012,1,13712.79,0
OI002381,O004144,P0188,1,387.48,0
OI002382,O000818,P0046,1,861.09,15
OI002383,O002011,P0051,1,446.72,0
OI002384,O002950,P0212,1,181.25,0
OI002385,O002950,P0054,1,2227.8,0
OI002386,O000834,P0051,1,446.72,10
OI002387,O000834,P0034,1,961.34,0
OI002388,O003517,P0076,2,8191.74,0
OI002389,O001018,P0118,1,665.2,0
OI002390,O001018,P0016,1,27653.48,10
OI002391,O000313,P0170,1,525.76,0
OI002392,O003777,P0116,1,2403.95,0
OI002393,O000455,P0058,2,3276.0,0
OI002394,O004127,P0159,2,467.06,5
OI002395,O004127,P0035,1,649.39,15
OI002396,O004127,P0009,1,14247.51,0
OI002397,O004127,P0031,1,2125.78,0
OI002398,O002257,P0186,2,486.61,15
OI002399,O002257,P0234,1,463.28,0
OI002400,O002257,P0053,1,4564.56,0
OI002401,O002257,P0094,1,2468.94,0
OI002402,O001369,P0161,3,593.3,0
OI002403,O001369,P0194,1,1093.82,0
OI002404,O001369,P0226,1,1175.86,5
OI002405,O001422,P0195,2,2663.56,5
OI002406,O000332,P0077,1,1474.07,0
OI002407,O000332,P0214,1,689.22,5
OI002408,O004153,P0176,1,551.82,5
OI002409,O004153,P0111,1,2006.08,0
OI002410,O004153,P0040,1,1983.79,5
OI002411,O000820,P0177,1,691.82,0
OI002412,O001640,P0017,2,3675.28,0
OI002413,O003927,P0214,1,689.22,15
OI002414,O001563,P0231,1,219.41,0
OI002415,O001563,P0041,2,4355.59,0
OI002416,O000771,P0122,2,6428.59,0
OI002417,O000771,P0097,1,2710.21,0
OI002418,O002140,P0002,1,33154.13,15
OI002419,O003837,P0044,1,3728.15,10
OI002420,O000331,P0096,1,369.0,0
OI002421,O000331,P0009,1,14247.51,0
OI002422,O000331,P0137,1,6108.38,0
OI002423,O000331,P0045,1,4468.9,0
OI002424,O002881,P0176,1,551.82,0
OI002425,O002881,P0216,1,256.34,0
OI002426,O001286,P0229,1,65.46,10
OI002427,O001286,P0108,1,2164.32,0
OI002428,O001642,P0028,1,27227.18,5
OI002429,O001771,P0022,1,2319.97,0
OI002430,O002155,P0196,1,3467.19,5
OI002431,O002155,P0041,1,4355.59,20
OI002432,O002155,P0055,3,1374.35,0
OI002433,O002155,P0019,1,14263.93,0
OI002434,O000758,P0040,1,1983.79,0
OI002435,O001092,P0107,1,1989.69,10
OI002436,O001092,P0028,1,27227.18,5
OI002437,O001092,P0112,1,370.66,0
OI002438,O001702,P0059,1,4076.26,10
OI002439,O000074,P0180,1,945.21,0
OI002440,O003782,P0209,1,1131.26,0
OI002441,O003782,P0043,1,1760.62,0
OI002442,O004182,P0069,1,4764.36,5
OI002443,O004182,P0183,1,3302.91,0
OI002444,O003572,P0134,1,4969.01,0
OI002445,O001853,P0183,1,3302.91,0
OI002446,O001853,P0143,1,4173.48,5
OI002447,O003319,P0227,1,664.12,0
OI002448,O003319,P0174,1,670.58,20
OI002449,O000292,P0136,1,5721.72,0
OI002450,O000292,P0231,1,219.41,0
OI002451,O001289,P0239,1,156.01,10
OI002452,O001289,P0152,1,585.57,0
OI002453,O003923,P0231,1,219.41,15
OI002454,O003923,P0235,1,373.21,0
OI002455,O001531,P0150,1,4472.37,0
OI002456,O001531,P0085,3,557.82,0
OI002457,O004113,P0227,2,664.12,0
OI002458,O000042,P0116,1,2403.95,0
OI002459,O003799,P0041,1,4355.59,0
OI002460,O003799,P0213,1,132.46,0
OI002461,O003799,P0153,1,752.48,0
OI002462,O003799,P0137,1,6108.38,0
OI002463,O000847,P0170,1,525.76,0
OI002464,O000847,P0146,1,503.35,0
OI002465,O002678,P0056,1,1660.83,0
OI002466,O002399,P0115,1,2685.94,15
OI002467,O002399,P0109,1,1042.66,15
OI002468,O002358,P0045,2,4468.9,0
OI002469,O000319,P0157,2,121.82,0
OI002470,O004053,P0215,1,557.83,0
OI002471,O002408,P0204,1,1452.83,5
OI002472,O003252,P0114,2,2920.73,5
OI002473,O003278,P0072,1,4574.79,10
OI002474,O003278,P0081,1,3435.49,10
OI002475,O001627,P0067,1,1253.82,0
OI002476,O003724,P0156,1,494.07,0
OI002477,O003409,P0055,1,1374.35,0
OI002478,O002349,P0238,1,814.17,0
OI002479,O002349,P0188,1,387.48,15
OI002480,O003041,P0205,1,3182.03,0
OI002481,O001467,P0198,1,1290.69,0
OI002482,O001467,P0214,1,689.22,10
OI002483,O003194,P0006,1,1709.83,0
OI002484,O001794,P0051,1,446.72,5
OI002485,O000997,P0104,1,393.27,20
OI002486,O000997,P0076,1,8191.74,0
OI002487,O000997,P0097,2,2710.21,5
OI002488,O001663,P0198,2,1290.69,5
OI002489,O003116,P0138,2,3724.99,0
OI002490,O003116,P0120,1,1970.87,5
OI002491,O000175,P0238,1,814.17,5
OI002492,O003444,P0024,1,14577.63,15
OI002493,O001204,P0224,1,1478.7,0
OI002494,O001348,P0149,2,5457.96,0
OI002495,O002983,P0030,1,2799.05,5
OI002496,O000086,P0204,1,1452.83,0
OI002497,O001754,P0178,1,162.51,0
OI002498,O001754,P0033,2,1619.39,0
OI002499,O004059,P0231,2,219.41,5
OI002500,O003854,P0014,1,9625.58,10
OI002501,O001701,P0059,1,4076.26,0
OI002502,O001701,P0189,1,2979.33,10
OI002503,O003694,P0180,1,945.21,0
OI002504,O001343,P0137,2,6108.38,0
OI002505,O001343,P0220,1,1073.05,0
OI002506,O001036,P0029,1,4711.37,5
OI002507,O001036,P0144,2,3418.51,5
OI002508,O001056,P0123,1,402.56,15
OI002509,O001056,P0102,1,567.72,0
OI002510,O002094,P0233,1,1444.15,10
OI002511,O001049,P0167,2,111.95,10
OI002512,O003840,P0149,1,5457.96,0
OI002513,O002761,P0183,2,3302.91,0
OI002514,O004007,P0189,1,2979.33,10
OI002515,O000891,P0210,1,2401.94,0
OI002516,O000891,P0035,1,649.39,0
OI002517,O001612,P0014,1,9625.58,0
OI002518,O001648,P0133,1,6177.4,0
OI002519,O001059,P0047,1,3874.69,0
OI002520,O000607,P0138,1,3724.99,0
OI002521,O002985,P0225,1,594.58,0
OI002522,O004076,P0060,1,4494.03,20
OI002523,O002865,P0205,2,3182.03,0
OI002524,O000508,P0033,1,1619.39,0
OI002525,O001523,P0062,3,2997.43,0
OI002526,O000026,P0233,1,1444.15,15
OI002527,O001998,P0013,1,20958.29,0
OI002528,O001998,P0131,2,4419.55,0
OI002529,O004094,P0220,1,1073.05,0
OI002530,O003931,P0156,2,494.07,5
OI002531,O003931,P0140,1,5002.18,0
OI002532,O000449,P0227,1,664.12,0
OI002533,O001287,P0019,1,14263.93,0
OI002534,O002355,P0062,1,2997.43,0
OI002535,O001680,P0138,1,3724.99,5
OI002536,O003373,P0142,1,2815.41,0
OI002537,O002150,P0022,1,2319.97,20
OI002538,O000856,P0087,1,4705.42,0
OI002539,O002787,P0135,1,2707.59,0
OI002540,O000899,P0138,1,3724.99,15
OI002541,O001785,P0024,1,14577.63,0
OI002542,O003813,P0067,1,1253.82,0
OI002543,O000959,P0067,1,1253.82,0
OI002544,O002570,P0086,1,6161.57,0
OI002545,O002570,P0141,1,6262.04,0
OI002546,O001911,P0035,1,649.39,20
OI002547,O001514,P0212,3,181.25,0
OI002548,O002003,P0046,1,861.09,0
OI002549,O000466,P0012,1,13712.79,20
OI002550,O003910,P0110,1,1982.94,5
OI002551,O003416,P0126,1,2271.81,0
OI002552,O003416,P0218,1,170.95,0
OI002553,O001480,P0215,1,557.83,0
OI002554,O000125,P0053,2,4564.56,0
OI002555,O000125,P0036,1,3928.55,0
OI002556,O000125,P0206,1,1218.7,0
OI002557,O003229,P0203,1,1221.17,0
OI002558,O003229,P0057,1,4668.58,20
OI002559,O003229,P0179,2,122.86,5
OI002560,O003152,P0163,1,958.38,0
OI002561,O000869,P0023,1,12238.08,0
OI002562,O003960,P0133,1,6177.4,0
OI002563,O003504,P0038,1,3621.23,0
OI002564,O001385,P0160,2,239.79,0
OI002565,O002495,P0114,1,2920.73,0
OI002566,O001784,P0019,1,14263.93,0
OI002567,O001784,P0109,2,1042.66,5
OI002568,O002994,P0185,1,804.9,0
OI002569,O001831,P0163,1,958.38,0
OI002570,O001831,P0140,1,5002.18,0
OI002571,O000791,P0021,2,6194.09,0
OI002572,O000791,P0189,1,2979.33,0
OI002573,O004065,P0195,1,2663.56,20
OI002574,O004065,P0083,2,993.55,0
OI002575,O002850,P0118,1,665.2,0
OI002576,O002850,P0043,1,1760.62,0
OI002577,O001045,P0175,1,436.15,10
OI002578,O001045,P0071,1,8668.54,5
OI002579,O002786,P0217,1,945.42,0
OI002580,O003012,P0087,2,4705.42,0
OI002581,O003819,P0008,2,8836.66,0
OI002582,O001810,P0009,1,14247.51,0
OI002583,O003885,P0196,1,3467.19,5
OI002584,O003885,P0003,1,7696.02,0
OI002585,O001857,P0200,2,2664.42,0
OI002586,O003932,P0007,2,37593.96,5
OI002587,O001014,P0199,3,3024.68,0
OI002588,O001014,P0171,1,541.45,0
OI002589,O003181,P0177,1,691.82,0
OI002590,O000675,P0007,1,37593.96,0
OI002591,O000675,P0221,1,172.01,0
OI002592,O000740,P0208,3,2265.65,5
OI002593,O000740,P0186,1,486.61,15
OI002594,O002253,P0008,1,8836.66,0
OI002595,O000772,P0022,3,2319.97,0
OI002596,O000590,P0083,1,993.55,10
OI002597,O000590,P0043,2,1760.62,0
OI002598,O000505,P0194,1,1093.82,15
OI002599,O000642,P0191,1,544.85,0
OI002600,O000923,P0207,1,3333.53,0
OI002601,O001112,P0164,1,597.92,0
OI002602,O001112,P0150,1,4472.37,0
OI002603,O003589,P0021,1,6194.09,0
OI002604,O003589,P0022,1,2319.97,10
OI002605,O003589,P0177,3,691.82,0
OI002606,O002204,P0049,1,2755.84,5
OI002607,O000276,P0124,2,3167.83,10
OI002608,O000276,P0207,2,3333.53,0
OI002609,O003143,P0026,1,43655.64,0
OI002610,O002901,P0113,1,868.09,0
OI002611,O000279,P0201,1,494.46,0
OI002612,O001698,P0229,1,65.46,5
OI002613,O002315,P0138,2,3724.99,5
OI002614,O002646,P0166,1,419.38,0
OI002615,O002646,P0096,1,369.0,5
OI002616,O001728,P0015,1,26984.72,0
OI002617,O001675,P0202,1,1841.6,0
OI002618,O001675,P0162,2,693.18,10
OI002619,O001675,P0192,1,2255.96,15
OI002620,O001490,P0155,1,814.67,0
OI002621,O002454,P0007,1,37593.96,0
OI002622,O004100,P0185,1,804.9,0
OI002623,O000212,P0039,1,3923.97,0
OI002624,O000212,P0091,1,1088.09,0
OI002625,O000212,P0081,1,3435.49,0
OI002626,O000212,P0098,2,1082.19,0
OI002627,O003267,P0173,1,457.65,0
OI002628,O001273,P0030,2,2799.05,20
OI002629,O000855,P0204,1,1452.83,20
OI002630,O001220,P0235,1,373.21,15
OI002631,O003367,P0130,1,4118.41,0
OI002632,O003367,P0166,1,419.38,0
OI002633,O003450,P0075,1,652.01,0
OI002634,O003450,P0193,1,2611.49,0
OI002635,O002824,P0075,2,652.01,0
OI002636,O000194,P0067,1,1253.82,10
OI002637,O001538,P0041,1,4355.59,0
OI002638,O000779,P0022,2,2319.97,0
OI002639,O003383,P0140,2,5002.18,20
OI002640,O003383,P0209,1,1131.26,0
OI002641,O000661,P0038,1,3621.23,5
OI002642,O001494,P0154,1,563.67,0
OI002643,O001494,P0172,1,254.88,0
OI002644,O000926,P0148,1,1150.31,0
OI002645,O000926,P0139,1,5647.58,20
OI002646,O002230,P0123,2,402.56,5
OI002647,O002230,P0074,1,5563.17,0
OI002648,O001119,P0126,1,2271.81,10
OI002649,O002084,P0134,1,4969.01,0
OI002650,O003825,P0234,1,463.28,0
OI002651,O001731,P0197,1,1395.26,0
OI002652,O003059,P0020,1,31043.1,10
OI002653,O002617,P0039,1,3923.97,0
OI002654,O002020,P0045,1,4468.9,15
OI002655,O000269,P0212,1,181.25,0
OI002656,O000269,P0196,1,3467.19,0
OI002657,O001418,P0074,2,5563.17,0
OI002658,O001985,P0129,2,6571.24,5
OI002659,O001818,P0160,1,239.79,0
OI002660,O001818,P0202,2,1841.6,0
OI002661,O001818,P0011,1,27843.9,5
OI002662,O000544,P0081,2,3435.49,20
OI002663,O000544,P0098,2,1082.19,0
OI002664,O000008,P0121,1,6600.07,20
OI002665,O000008,P0011,1,27843.9,0
OI002666,O000411,P0130,1,4118.41,0
OI002667,O000411,P0112,1,370.66,0
OI002668,O003977,P0120,1,1970.87,5
OI002669,O003977,P0007,1,37593.96,0
OI002670,O003691,P0012,1,13712.79,0
OI002671,O000221,P0154,1,563.67,5
OI002672,O000221,P0013,1,20958.29,0
OI002673,O000197,P0001,1,17354.67,0
OI002674,O002124,P0170,2,525.76,0
OI002675,O002124,P0067,1,1253.82,15
OI002676,O002274,P0227,1,664.12,0
OI002677,O003155,P0063,2,2204.83,0
OI002678,O003029,P0097,2,2710.21,5
OI002679,O003029,P0089,1,6279.25,0
OI002680,O002933,P0163,2,958.38,20
OI002681,O002933,P0088,1,5876.52,5
OI002682,O003254,P0023,2,12238.08,5
OI002683,O003984,P0093,1,847.03,15
OI002684,O003984,P0186,1,486.61,0
OI002685,O003007,P0133,1,6177.4,0
OI002686,O003007,P0071,1,8668.54,0
OI002687,O002284,P0136,1,5721.72,10
OI002688,O002882,P0039,1,3923.97,5
OI002689,O002532,P0104,1,393.27,10
OI002690,O002456,P0097,1,2710.21,0
OI002691,O002456,P0145,1,2218.83,0
OI002692,O001694,P0032,1,4194.07,0
OI002693,O003275,P0061,1,7304.47,0
OI002694,O003275,P0106,1,1690.33,20
OI002695,O003275,P0039,1,3923.97,5
OI002696,O000734,P0205,2,3182.03,5
OI002697,O002726,P0069,1,4764.36,0
OI002698,O003962,P0131,1,4419.55,0
OI002699,O003962,P0059,1,4076.26,10
OI002700,O003962,P0083,1,993.55,0
OI002701,O003389,P0095,1,1634.99,0
OI002702,O003502,P0170,1,525.76,20
OI002703,O002643,P0013,1,20958.29,0
OI002704,O003376,P0094,1,2468.94,5
OI002705,O003508,P0080,2,2290.21,0
OI002706,O002832,P0211,2,1196.79,0
OI002707,O001865,P0044,1,3728.15,5
OI002708,O003033,P0201,1,494.46,0
