order_id,customer_id,order_date,order_status
O000698,C01324,2023-05-14,Returned
O000699,C00996,2023-11-11,Shipped
O000700,C01428,2023-06-22,Shipped
O000701,C00628,2023-02-27,Delivered
O000702,C00533,2024-10-26,Delivered
O000703,C00762,2024-12-16,Delivered
O000704,C00097,2024-07-25,Delivered
O000705,C00583,2024-10-12,Delivered
O000706,C01267,2023-06-06,Delivered
O000707,C01097,2024-12-23,Delivered
O000708,C00360,2023-06-06,Returned
O000709,C01419,2024-12-23,Cancelled
O000710,C00315,2024-12-26,Delivered
O000711,C00240,2024-05-08,Delivered
O000712,C01177,2024-12-11,Delivered
O000713,C00534,2024-01-15,Delivered
O000714,C01152,2023-07-06,Cancelled
O000715,C00650,2023-11-02,Delivered
O000716,C00764,2024-02-05,Delivered
O000717,C00333,2023-02-18,Shipped
O000718,C00249,2024-03-10,Delivered
O000719,C01023,2024-12-13,Returned
O000720,C00939,2023-05-05,Delivered
O000721,C00009,2024-07-05,Cancelled
O000722,C01040,2024-11-18,Delivered
O000723,C01445,2024-12-21,Delivered
O000724,C00594,2024-12-16,Returned
O000725,C00302,2023-12-19,Returned
O000726,C01493,2024-12-19,Delivered
O000727,C01412,2024-06-11,Delivered
O000728,C00286,2023-05-24,Cancelled
O000729,C00240,2023-12-18,Delivered
O000730,C00823,2024-05-01,Shipped
O000731,C00914,2023-07-27,Delivered
O000732,C00669,2024-03-03,Delivered
O000733,C01314,2024-04-20,Delivered
O000734,C00455,2023-05-19,Returned
O000735,C00570,2024-01-25,Delivered
O000736,C00172,2024-06-01,Shipped
O000737,C00913,2023-12-28,Cancelled
O000738,C00808,2023-01-22,Delivered
O000739,C00651,2023-01-16,Shipped
O000740,C01048,2023-09-20,Delivered
O000741,C00740,2024-11-22,Delivered
O000742,C00876,2023-06-05,Delivered
O000743,C00764,2024-03-13,Delivered
O000744,C00707,2023-06-10,Delivered
O000745,C00913,2023-08-10,Returned
O000746,C00180,2024-10-18,Delivered
O000747,C00910,2024-06-24,Cancelled
O000748,C01491,2023-03-14,Delivered
O000749,C00849,2023-11-24,Delivered
O000750,C01225,2023-01-27,Delivered
O000751,C00622,2023-12-05,Delivered
O000752,C01076,2024-04-28,Delivered
O000753,C00014,2023-04-03,Delivered
O000754,C00359,2023-07-21,Shipped
O000755,C01455,2023-10-15,Shipped
O000756,C00281,2024-11-25,Delivered
O000757,C00782,2024-12-06,Delivered
O000758,C01199,2023-02-18,Delivered
O000759,C01516,2024-06-16,Delivered
O000760,C00006,2023-10-08,Delivered
O000761,C00615,2023-10-09,Cancelled
O000762,C01304,2024-06-27,Delivered
O000763,C01340,2024-11-04,Cancelled
O000764,C00855,2024-12-10,Delivered
O000765,C01409,2024-02-16,Cancelled
O000766,C00059,2023-09-08,Delivered
O000767,C00568,2024-07-25,Delivered
O000768,C01227,2023-07-03,Cancelled
O000769,C01191,2024-01-12,Delivered
O000770,C00894,2023-09-19,Returned
O000771,C01287,2024-04-09,Cancelled
O000772,C01422,2023-06-16,Returned
O000773,C01050,2023-05-04,Cancelled
O000774,C00036,2024-11-19,Returned
O000775,C00945,2023-03-09,Cancelled
O000776,C00732,2023-12-05,Delivered
O000777,C00730,2023-06-02,Delivered
O000778,C00598,2023-02-10,Shipped
O000779,C00397,2023-01-21,Returned
O000780,C00376,2023-05-21,Returned
O000781,C01227,2024-10-04,Returned
O000782,C01114,2023-07-06,Delivered
O000783,C00648,2024-12-28,Returned
O000784,C01403,2024-02-28,Returned
O000785,C00556,2023-11-10,Cancelled
O000786,C01410,2024-02-23,Delivered
O000787,C00721,2023-12-04,Returned
O000788,C00281,2024-06-05,Shipped
O000789,C01595,2023-07-10,Delivered
O000790,C00697,2023-09-14,Delivered
O000791,C00447,2024-11-04,Delivered
O000792,C00453,2024-12-17,Returned
O000793,C01145,2024-11-07,Shipped
O000794,C01090,2023-11-23,Cancelled
O000795,C01439,2024-07-18,Returned
O000796,C00234,2023-12-26,Delivered
O000797,C00157,2023-12-15,Delivered
O000798,C00269,2023-06-27,Delivered
O000799,C00714,2024-02-16,Delivered
O000800,C00906,2023-05-23,Shipped
O000801,C01564,2023-09-17,Delivered
O000802,C01454,2024-10-06,Delivered
O000803,C00243,2023-06-01,Delivered
O000804,C01422,2023-02-05,Delivered
O000805,C00430,2023-02-23,Delivered
O000806,C00871,2024-12-03,Cancelled
O000807,C00229,2023-12-25,Delivered
O000808,C01587,2023-11-01,Delivered
O000809,C00884,2024-08-25,Delivered
O000810,C00221,2024-09-07,Delivered
O000811,C01352,2023-09-26,Shipped
O000812,C00122,2024-05-19,Delivered
O000813,C00519,2024-06-04,Delivered
O000814,C01368,2024-04-03,Delivered
O000815,C00379,2023-04-25,Cancelled
O000816,C00060,2024-10-12,Delivered
O000817,C00569,2024-01-05,Shipped
O000818,C01026,2023-07-12,Returned
O000819,C00496,2023-11-24,Shipped
O000820,C01564,2023-01-19,Delivered
O000821,C01466,2023-04-17,Delivered
O000822,C00352,2024-06-10,Returned
O000823,C00009,2023-01-18,Cancelled
O000824,C00439,2023-11-04,Shipped
O000825,C01450,2023-12-28,Delivered
O000826,C00380,2023-02-12,Delivered
O000827,C00220,2024-12-22,Delivered
O000828,C01054,2023-06-27,Delivered
O000829,C00232,2023-08-14,Returned
O000830,C00254,2023-08-11,Delivered
O000831,C01065,2023-06-04,Delivered
O000832,C00591,2023-01-16,Shipped
O000833,C00084,2024-06-24,Delivered
O000834,C01012,2024-12-11,Delivered
O000835,C00936,2023-06-13,Shipped
O000836,C00639,2024-04-24,Cancelled
O000837,C00910,2024-06-27,Delivered
O000838,C00835,2024-10-18,Delivered
O000839,C00877,2023-11-28,Delivered
O000840,C00143,2023-08-28,Returned
O000841,C00975,2023-08-26,Cancelled
O000842,C01007,2024-05-12,Cancelled
O000843,C00812,2024-08-04,Delivered
O000844,C01349,2023-05-17,Cancelled
O000845,C00245,2023-10-03,Delivered
O000846,C00821,2024-11-13,Cancelled
O000847,C00209,2024-08-19,Cancelled
O000848,C00133,2024-12-06,Delivered
O000849,C00694,2024-06-07,Delivered
O000850,C00828,2023-10-20,Delivered
O000851,C00870,2024-02-08,Cancelled
O000852,C00571,2024-04-16,Returned
O000853,C01569,2023-03-23,Shipped
O000854,C00560,2024-01-19,Returned
O000855,C01319,2024-05-26,Delivered
O000856,C00975,2023-05-12,Cancelled
O000857,C00829,2024-07-20,Delivered
O000858,C00302,2024-02-17,Returned
O000859,C00222,2024-12-15,Delivered
O000860,C01019,2023-02-09,Delivered
O000861,C00276,2023-07-21,Delivered
O000862,C01512,2024-02-04,Delivered
O000863,C01021,2023-08-27,Cancelled
O000864,C00367,2024-05-01,Delivered
O000865,C01392,2024-06-20,Delivered
O000866,C00621,2023-03-05,Shipped
O000867,C01557,2023-12-20,Delivered
O000868,C01540,2023-12-22,Shipped
O000869,C00955,2023-09-25,Delivered
O000870,C01356,2024-11-10,Delivered
O000871,C01034,2024-09-16,Delivered
O000872,C00704,2024-05-18,Returned
O000873,C01108,2024-05-28,Shipped
O000874,C00065,2023-11-01,Delivered
O000875,C00786,2024-11-04,Delivered
O000876,C00771,2024-05-11,Delivered
O000877,C00074,2024-06-15,Delivered
O000878,C01141,2024-10-06,Cancelled
O000879,C01597,2023-07-28,Delivered
O000880,C00337,2024-08-23,Delivered
O000881,C00276,2023-06-14,Delivered
O000882,C00999,2023-09-23,Returned
O000883,C01166,2023-09-04,Cancelled
O000884,C01352,2024-12-16,Shipped
O000885,C01105,2024-10-22,Shipped
O000886,C00975,2024-05-16,Shipped
O000887,C00321,2024-06-28,Shipped
O000888,C00802,2024-01-02,Delivered
O000889,C01211,2024-12-16,Delivered
O000890,C01386,2023-12-20,Delivered
O000891,C00126,2023-10-25,Delivered
O000892,C00093,2023-05-19,Delivered
O000893,C00751,2024-07-27,Delivered
O000894,C01520,2024-06-26,Shipped
O000895,C01568,2023-10-01,Cancelled
O000896,C00732,2023-01-11,Delivered
O000897,C00116,2024-10-12,Cancelled
O000898,C00481,2023-01-08,Cancelled
O000899,C01214,2024-05-10,Delivered
O000900,C00135,2024-12-23,Returned
O000901,C00235,2023-11-10,Delivered
O000902,C00041,2023-06-06,Shipped
O000903,C00077,2024-05-11,Delivered
O000904,C00866,2024-09-22,Shipped
O000905,C00863,2024-01-17,Delivered
O000906,C01426,2024-12-01,Delivered
O000907,C01169,2023-02-19,Delivered
O000908,C01173,2023-12-11,Delivered
O000909,C01001,2024-05-26,Delivered
O000910,C01383,2024-10-23,Delivered
O000911,C01030,2023-05-11,Returned
O000912,C01367,2024-08-25,Delivered
O000913,C01260,2024-01-06,Delivered
O000914,C00414,2023-10-12,Delivered
O000915,C01098,2023-04-21,Delivered
O000916,C00544,2024-10-10,Delivered
O000917,C01280,2023-05-10,Cancelled
O000918,C01470,2023-08-03,Returned
O000919,C00195,2023-07-19,Shipped
O000920,C00560,2024-10-11,Delivered
O000921,C00875,2024-04-19,Delivered
O000922,C00158,2024-08-12,Cancelled
O000923,C01034,2023-07-27,Returned
O000924,C00887,2024-03-10,Cancelled
O000925,C00642,2024-02-18,Delivered
O000926,C00824,2024-09-14,Delivered
O000927,C01056,2024-11-20,Delivered
O000928,C01564,2023-01-22,Shipped
O000929,C00039,2024-04-06,Cancelled
O000930,C00383,2023-02-23,Shipped
O000931,C00549,2024-01-16,Cancelled
O000932,C01576,2023-07-18,Delivered
O000933,C01489,2023-08-19,Cancelled
O000934,C01070,2023-09-02,Delivered
O000935,C00948,2024-03-12,Delivered
O000936,C01568,2023-09-08,Delivered
O000937,C00892,2024-06-28,Delivered
O000938,C01299,2023-10-11,Delivered
O000939,C00588,2023-02-28,Cancelled
O000940,C00526,2024-07-06,Cancelled
O000941,C00489,2023-07-20,Delivered
O000942,C00394,2023-11-05,Delivered
O000943,C00636,2024-04-08,Delivered
O000944,C00894,2023-09-16,Delivered
O000945,C00414,2023-02-21,Delivered
O000946,C00280,2023-10-09,Delivered
O000947,C00569,2024-12-09,Cancelled
O000948,C00361,2024-03-18,Cancelled
O000949,C01480,2024-04-28,Delivered
O000950,C00041,2024-03-26,Delivered
O000951,C00643,2023-06-28,Shipped
O000952,C00131,2023-11-10,Delivered
O000953,C01376,2024-06-12,Cancelled
O000954,C00813,2023-03-03,Returned
O000955,C00288,2023-07-24,Delivered
O000956,C01025,2023-07-04,Delivered
O000957,C01361,2023-11-17,Returned
O000958,C01588,2024-12-19,Shipped
O000959,C00251,2023-02-09,Returned
O000960,C00642,2023-12-26,Delivered
O000961,C00799,2023-05-27,Returned
O000962,C01524,2024-12-24,Delivered
O000963,C00359,2023-03-14,Delivered
O000964,C00901,2023-10-09,Delivered
O000965,C01208,2024-06-09,Delivered
O000966,C01093,2024-05-16,Delivered
O000967,C00232,2023-11-23,Delivered
O000968,C00868,2023-09-18,Delivered
O000969,C00505,2023-10-22,Delivered
O000970,C00297,2023-07-26,Delivered
O000971,C01466,2023-06-16,Delivered
O000972,C01322,2023-12-27,Shipped
O000973,C01515,2023-07-02,Cancelled
O000974,C01376,2023-07-26,Delivered
O000975,C01132,2024-04-09,Delivered
O000976,C01309,2024-12-10,Cancelled
O000977,C01096,2024-02-12,Returned
O000978,C00805,2023-02-08,Delivered
O000979,C01550,2023-02-10,Delivered
O000980,C00431,2024-12-10,Returned
O000981,C00899,2023-08-06,Cancelled
O000982,C01571,2023-03-11,Cancelled
O000983,C00070,2024-02-14,Delivered
O000984,C00165,2024-03-28,Returned
O000985,C01007,2024-04-25,Delivered
O000986,C00846,2023-07-24,Returned
O000987,C01470,2023-01-11,Delivered
O000988,C00206,2024-12-27,Returned
O000989,C01431,2023-07-06,Delivered
O000990,C00136,2024-04-17,Delivered
O000991,C01234,2024-05-14,Cancelled
O000992,C01122,2024-03-27,Cancelled
O000993,C00929,2023-08-11,Cancelled
O000994,C00107,2023-07-01,Cancelled
O000995,C00377,2024-02-21,Cancelled
O000996,C01313,2024-10-15,Delivered
O000997,C00821,2024-12-01,Delivered
O000998,C00169,2023-03-21,Delivered
O000999,C00512,2023-05-06,Shipped
O001000,C01573,2024-12-23,Returned
O001001,C01563,2024-06-21,Delivered
O001002,C01217,2024-11-28,Cancelled
O001003,C00274,2023-06-14,Delivered
O001004,C00671,2024-02-06,Returned
O001005,C00407,2024-05-10,Delivered
O001006,C00753,2024-04-14,Delivered
O001007,C00773,2023-10-13,Returned
O001008,C00460,2023-01-19,Delivered
O001009,C01326,2024-02-01,Shipped
O001010,C00469,2023-07-21,Delivered
O001011,C00407,2023-11-15,Delivered
O001012,C00346,2024-12-23,Delivered
O001013,C01266,2023-10-13,Delivered
O001014,C00533,2024-10-20,Delivered
O001015,C00754,2023-05-03,Delivered
O001016,C00241,2024-04-19,Delivered
O001017,C01077,2024-12-23,Delivered
O001018,C01380,2023-03-25,Delivered
O001019,C00460,2023-01-04,Cancelled
O001020,C00391,2023-11-07,Returned
O001021,C00546,2023-03-27,Delivered
O001022,C01013,2024-06-24,Delivered
O001023,C00884,2024-11-05,Returned
O001024,C01229,2023-11-07,Delivered
O001025,C00580,2023-07-27,Cancelled
O001026,C00388,2023-11-22,Delivered
O001027,C00299,2024-05-06,Delivered
O001028,C00483,2023-01-10,Shipped
O001029,C00758,2024-02-15,Shipped
O001030,C01326,2024-03-22,Delivered
O001031,C00022,2024-03-03,Delivered
O001032,C01420,2023-06-05,Delivered
O001033,C00435,2024-05-22,Cancelled
O001034,C01451,2023-03-13,Delivered
O001035,C01224,2023-06-24,Delivered
O001036,C00196,2024-11-03,Shipped
O001037,C00107,2024-06-02,Delivered
O001038,C00726,2023-01-08,Shipped
O001039,C01226,2023-07-22,Cancelled
O001040,C00094,2023-06-24,Delivered
O001041,C01270,2023-07-09,Delivered
O001042,C00809,2023-07-10,Cancelled
O001043,C00534,2023-02-12,Delivered
O001044,C00695,2023-11-17,Delivered
O001045,C00184,2024-06-05,Delivered
O001046,C01087,2024-02-23,Delivered
O001047,C00534,2024-04-05,Delivered
O001048,C01023,2023-03-11,Returned
O001049,C00576,2024-12-27,Cancelled
O001050,C00881,2024-10-12,Delivered
O001051,C01256,2024-08-09,Returned
O001052,C00541,2024-09-25,Shipped
O001053,C00893,2024-11-11,Delivered
O001054,C01007,2024-01-11,Returned
O001055,C01347,2023-06-05,Cancelled
O001056,C00109,2024-03-26,Delivered
O001057,C00471,2024-06-05,Delivered
O001058,C00964,2024-06-02,Delivered
O001059,C01446,2023-12-06,Delivered
O001060,C00084,2023-02-14,Delivered
O001061,C00994,2023-10-12,Delivered
O001062,C00231,2024-11-16,Returned
O001063,C00304,2024-02-24,Delivered
O001064,C00418,2024-01-12,Returned
O001065,C00345,2023-07-10,Cancelled
O001066,C00559,2023-09-17,Shipped
O001067,C01200,2024-11-22,Delivered
O001068,C00009,2024-04-19,Shipped
O001069,C01169,2024-07-25,Delivered
O001070,C00505,2023-11-14,Returned
O001071,C01387,2024-03-16,Delivered
O001072,C00054,2023-07-11,Delivered
O001073,C01394,2024-05-22,Delivered
O001074,C00766,2023-11-13,Shipped
O001075,C00663,2023-11-04,Delivered
O001076,C00167,2024-04-01,Delivered
O001077,C01450,2024-11-27,Cancelled
O001078,C00090,2023-02-16,Cancelled
O001079,C00928,2024-09-20,Delivered
O001080,C01504,2023-07-24,Returned
O001081,C00265,2023-11-19,Delivered
O001082,C00580,2023-01-28,Delivered
O001083,C00114,2023-08-26,Cancelled
O001084,C01234,2023-12-03,Delivered
O001085,C00523,2023-02-03,Delivered
O001086,C00043,2023-12-08,Returned
O001087,C00334,2024-11-07,Delivered
O001088,C00584,2023-03-25,Cancelled
O001089,C01340,2024-06-25,Delivered
O001090,C00886,2023-11-04,Cancelled
O001091,C00636,2024-04-26,Cancelled
O001092,C00269,2023-07-20,Delivered
O001093,C00197,2023-05-22,Returned
O001094,C01050,2023-05-12,Delivered
O001095,C00913,2023-02-16,Delivered
O001096,C00867,2023-05-16,Delivered
O001097,C00866,2024-04-25,Returned
O001098,C01258,2024-11-12,Delivered
O001099,C01292,2024-08-14,Delivered
O001100,C01052,2024-04-03,Delivered
O001101,C01386,2023-03-15,Delivered
O001102,C01462,2023-07-21,Delivered
O001103,C01290,2023-08-16,Cancelled
O001104,C00596,2023-07-17,Delivered
O001105,C00163,2023-12-14,Returned
O001106,C00616,2024-01-16,Delivered
O001107,C01402,2023-09-05,Delivered
O001108,C00510,2023-09-27,Shipped
O001109,C00606,2024-09-14,Shipped
O001110,C01129,2024-07-02,Delivered
O001111,C01046,2023-08-02,Delivered
O001112,C00194,2024-11-14,Delivered
O001113,C01476,2024-12-22,Shipped
O001114,C00519,2023-08-27,Delivered
O001115,C01200,2023-09-09,Delivered
O001116,C01032,2023-12-25,Delivered
O001117,C01517,2024-12-04,Cancelled
O001118,C00368,2024-10-15,Returned
O001119,C00805,2023-03-06,Delivered
O001120,C00853,2023-10-03,Cancelled
O001121,C00643,2024-01-10,Shipped
O001122,C00932,2023-12-24,Returned
O001123,C00922,2023-06-22,Shipped
O001124,C00543,2024-10-26,Delivered
O001125,C00433,2024-04-28,Delivered
O001126,C01530,2024-09-03,Shipped
O001127,C01380,2024-10-09,Delivered
O001128,C01095,2024-06-14,Delivered
O001129,C00809,2023-11-01,Delivered
O001130,C00352,2024-03-01,Cancelled
O001131,C01233,2023-05-16,Cancelled
O001132,C00621,2024-04-16,Shipped
O001133,C01264,2023-05-27,Delivered
O001134,C01380,2024-05-23,Cancelled
O001135,C00809,2023-06-22,Returned
O001136,C00180,2023-04-10,Delivered
O001137,C00029,2023-05-05,Delivered
O001138,C00386,2023-01-04,Returned
O001139,C00429,2024-05-01,Delivered
O001140,C00298,2024-06-21,Cancelled
O001141,C00391,2023-12-08,Delivered
O001142,C01577,2023-05-10,Delivered
O001143,C00971,2023-03-05,Delivered
O001144,C00239,2023-01-01,Delivered
O001145,C01514,2023-05-05,Cancelled
O001146,C00994,2024-11-15,Delivered
O001147,C00921,2023-06-01,Shipped
O001148,C00604,2023-09-08,Shipped
O001149,C00803,2023-03-27,Delivered
O001150,C00211,2023-06-11,Cancelled
O001151,C00885,2023-12-28,Delivered
O001152,C01016,2024-02-28,Cancelled
O001153,C01221,2023-07-19,Cancelled
O001154,C00999,2023-02-18,Delivered
O001155,C01211,2023-10-16,Cancelled
O001156,C01463,2023-06-20,Delivered
O001157,C00865,2023-06-17,Shipped
O001158,C01134,2024-12-11,Delivered
O001159,C01328,2024-03-09,Delivered
O001160,C00240,2024-01-16,Delivered
O001161,C01324,2023-11-20,Delivered
O001162,C01429,2023-11-15,Delivered
O001163,C00331,2024-01-01,Delivered
O001164,C00394,2024-05-24,Delivered
O001165,C00898,2024-05-12,Delivered
O001166,C00450,2023-05-17,Shipped
O001167,C00695,2023-12-22,Shipped
O001168,C01346,2023-11-28,Delivered
O001169,C00601,2024-10-05,Cancelled
O001170,C00800,2024-03-23,Delivered
O001171,C01337,2024-01-27,Cancelled
O001172,C00968,2023-03-12,Returned
O001173,C00332,2024-02-28,Shipped
O001174,C00579,2023-04-07,Cancelled
O001175,C00177,2023-09-24,Cancelled
O001176,C00265,2023-04-16,Delivered
O001177,C00321,2024-05-07,Shipped
O001178,C01012,2023-06-16,Delivered
O001179,C00429,2023-10-08,Shipped
O001180,C00038,2024-11-02,Delivered
O001181,C00732,2023-06-09,Cancelled
O001182,C00358,2023-12-06,Returned
O001183,C01032,2023-11-28,Delivered
O001184,C00131,2023-01-26,Delivered
O001185,C00234,2024-07-14,Shipped
O001186,C00248,2023-02-08,Shipped
O001187,C00997,2023-12-08,Delivered
O001188,C00728,2024-01-11,Returned
O001189,C01578,2024-03-02,Shipped
O001190,C00310,2024-05-09,Returned
O001191,C01372,2023-07-23,Delivered
O001192,C00897,2023-01-23,Returned
O001193,C01548,2024-05-15,Delivered
O001194,C01249,2024-01-04,Returned
O001195,C00209,2024-09-28,Returned
O001196,C00086,2024-09-18,Shipped
O001197,C00343,2024-10-04,Cancelled
O001198,C00421,2023-12-04,Delivered
O001199,C01492,2023-09-06,Delivered
O001200,C00905,2024-07-23,Returned
O001201,C01021,2023-11-17,Cancelled
O001202,C00204,2023-05-28,Delivered
O001203,C00745,2024-10-21,Delivered
O001204,C00283,2024-11-27,Delivered
O001205,C00414,2023-11-28,Delivered
O001206,C01576,2023-02-14,Returned
O001207,C00503,2023-10-01,Returned
O001208,C00971,2024-08-26,Delivered
O001209,C01035,2024-11-10,Delivered
O001210,C00763,2023-06-03,Cancelled
O001211,C00739,2023-02-25,Cancelled
O001212,C00503,2024-11-22,Delivered
O001213,C01085,2023-10-25,Delivered
O001214,C00468,2024-01-26,Delivered
O001215,C00879,2024-12-26,Delivered
O001216,C00940,2023-02-14,Returned
O001217,C01398,2024-04-17,Delivered
O001218,C00299,2023-02-01,Returned
O001219,C01470,2023-10-01,Returned
O001220,C00143,2024-08-17,Delivered
O001221,C00823,2023-11-11,Returned
O001222,C00889,2024-12-06,Delivered
O001223,C01555,2024-01-13,Delivered
O001224,C01177,2023-08-22,Delivered
O001225,C01353,2023-06-21,Shipped
O001226,C00859,2023-09-10,Delivered
O001227,C01436,2023-10-22,Shipped
O001228,C01522,2023-02-28,Delivered
O001229,C00573,2023-09-12,Shipped
O001230,C00301,2023-11-20,Cancelled
O001231,C00914,2024-05-13,Cancelled
O001232,C01115,2024-04-07,Shipped
O001233,C01267,2024-05-26,Cancelled
O001234,C01429,2023-01-15,Delivered
O001235,C00829,2023-06-26,Returned
O001236,C00173,2024-04-07,Delivered
O001237,C00686,2023-12-18,Delivered
O001238,C01516,2023-01-24,Delivered
O001239,C01108,2024-08-17,Delivered
O001240,C00191,2024-06-07,Shipped
O001241,C00640,2024-01-18,Shipped
O001242,C01551,2023-02-11,Cancelled
O001243,C00048,2024-06-06,Delivered
O001244,C01106,2024-02-26,Shipped
O001245,C00495,2024-07-09,Returned
O001246,C00623,2024-06-25,Cancelled
O001247,C01035,2024-08-14,Delivered
O001248,C00123,2023-12-24,Returned
O001249,C01285,2023-04-12,Shipped
O001250,C00254,2024-04-12,Delivered
O001251,C00256,2024-03-25,Delivered
O001252,C01173,2024-06-10,Cancelled
O001253,C00929,2023-05-01,Delivered
O001254,C01093,2023-06-08,Returned
O001255,C00479,2024-11-20,Delivered
O001256,C00583,2024-06-10,Cancelled
O001257,C01465,2024-11-26,Shipped
O001258,C00287,2024-06-22,Cancelled
O001259,C01065,2024-02-13,Cancelled
O001260,C00216,2024-04-08,Delivered
O001261,C01193,2024-11-17,Delivered
O001262,C01595,2024-02-27,Delivered
O001263,C00201,2024-03-15,Delivered
O001264,C00872,2023-05-23,Returned
O001265,C00168,2023-12-14,Delivered
O001266,C00871,2024-05-02,Delivered
O001267,C00914,2023-07-16,Delivered
O001268,C01078,2023-06-12,Delivered
O001269,C01145,2023-08-19,Shipped
O001270,C00809,2023-06-25,Returned
O001271,C01022,2023-06-09,Cancelled
O001272,C01003,2023-11-14,Cancelled
O001273,C00334,2024-11-14,Delivered
O001274,C00261,2023-12-17,Delivered
O001275,C00265,2023-05-23,Cancelled
O001276,C01084,2023-02-17,Delivered
O001277,C00436,2024-05-23,Delivered
O001278,C00067,2023-10-16,Cancelled
O001279,C01145,2024-09-06,Delivered
O001280,C01233,2024-04-04,Returned
O001281,C00226,2024-08-14,Delivered
O001282,C01171,2023-07-12,Delivered
O001283,C00314,2024-05-02,Delivered
O001284,C00625,2023-07-12,Delivered
O001285,C00603,2024-12-10,Delivered
O001286,C00292,2024-03-01,Returned
O001287,C00625,2023-08-19,Delivered
O001288,C00375,2023-07-07,Returned
O001289,C01002,2023-05-24,Delivered
O001290,C01122,2024-05-04,Delivered
O001291,C00092,2023-06-03,Delivered
O001292,C01174,2024-02-16,Delivered
O001293,C00927,2023-07-19,Delivered
O001294,C00773,2024-04-26,Delivered
O001295,C01475,2024-08-27,Returned
O001296,C00272,2024-07-20,Returned
O001297,C01034,2024-06-05,Cancelled
O001298,C01560,2023-05-15,Delivered
O001299,C01491,2023-03-22,Delivered
O001300,C01280,2024-05-03,Cancelled
O001301,C00695,2023-09-20,Shipped
O001302,C01374,2023-11-02,Delivered
O001303,C00569,2023-01-24,Cancelled
O001304,C00340,2023-07-03,Cancelled
O001305,C01268,2023-01-01,Shipped
O001306,C01552,2024-11-19,Delivered
O001307,C01069,2023-07-19,Delivered
O001308,C00975,2024-01-25,Shipped
O001309,C00247,2023-02-01,Cancelled
O001310,C00369,2024-04-18,Delivered
O001311,C00422,2023-08-09,Delivered
O001312,C01446,2024-11-27,Returned
O001313,C00910,2024-11-19,Delivered
O001314,C01093,2023-08-26,Shipped
O001315,C00823,2024-11-11,Shipped
O001316,C01007,2024-12-02,Returned
O001317,C00697,2024-09-01,Delivered
O001318,C00850,2024-10-06,Delivered
O001319,C00650,2023-07-28,Delivered
O001320,C00187,2024-02-09,Delivered
O001321,C01110,2023-02-04,Delivered
O001322,C00295,2023-03-10,Delivered
O001323,C01574,2024-12-09,Delivered
O001324,C00835,2023-08-05,Cancelled
O001325,C00121,2024-06-06,Shipped
O001326,C00372,2024-08-11,Delivered
O001327,C00120,2024-10-23,Delivered
O001328,C00203,2024-12-13,Delivered
O001329,C00846,2023-06-05,Delivered
O001330,C00248,2023-02-09,Delivered
O001331,C01034,2023-11-07,Delivered
O001332,C00125,2023-04-04,Delivered
O001333,C00834,2023-01-15,Delivered
O001334,C00060,2023-09-16,Delivered
O001335,C00479,2024-07-21,Delivered
O001336,C01135,2024-01-09,Shipped
O001337,C00505,2023-08-22,Returned
O001338,C00258,2024-04-18,Delivered
O001339,C00834,2023-06-19,Delivered
O001340,C01303,2023-01-03,Shipped
O001341,C00292,2024-06-07,Delivered
O001342,C00345,2024-03-18,Returned
O001343,C01101,2024-06-08,Delivered
O001344,C00086,2023-02-18,Delivered
O001345,C00952,2024-09-27,Returned
O001346,C00593,2024-03-20,Cancelled
O001347,C00002,2024-01-06,Delivered
O001348,C00560,2024-03-16,Shipped
O001349,C01393,2024-10-09,Delivered
O001350,C01295,2024-02-12,Delivered
O001351,C01046,2024-02-19,Delivered
O001352,C00331,2024-12-02,Cancelled
O001353,C01154,2024-06-18,Delivered
O001354,C00184,2023-11-10,Delivered
O001355,C00252,2024-05-23,Returned
O001356,C01485,2023-10-05,Shipped
O001357,C00885,2023-06-09,Delivered
O001358,C01034,2024-02-20,Returned
O001359,C01397,2024-11-11,Delivered
O001360,C00536,2024-11-21,Returned
O001361,C00928,2023-09-23,Delivered
O001362,C00659,2023-12-08,Delivered
O001363,C00942,2023-06-07,Shipped
O001364,C00033,2024-12-11,Cancelled
O001365,C01324,2024-12-05,Delivered
O001366,C00976,2024-04-20,Delivered
O001367,C01378,2024-08-01,Delivered
O001368,C01427,2024-05-14,Cancelled
O001369,C01562,2024-02-16,Delivered
O001370,C00064,2023-02-18,Returned
O001371,C01376,2023-11-27,Delivered
O001372,C00253,2024-04-22,Delivered
O001373,C00771,2024-04-27,Returned
O001374,C00734,2023-10-20,Delivered
O001375,C01573,2024-12-06,Returned
O001376,C00256,2023-05-23,Delivered
O001377,C00396,2023-12-12,Delivered
O001378,C00454,2024-05-01,Cancelled
O001379,C01554,2024-05-01,Delivered
O001380,C00733,2024-04-22,Delivered
O001381,C01257,2023-07-03,Cancelled
O001382,C01471,2023-05-10,Delivered
O001383,C01012,2024-03-08,Delivered
O001384,C00575,2024-02-02,Delivered
O001385,C01448,2023-05-23,Shipped
O001386,C00402,2024-05-07,Returned
O001387,C00812,2023-11-21,Delivered
O001388,C00569,2024-04-28,Shipped
O001389,C01012,2024-09-17,Delivered
O001390,C00397,2023-05-18,Cancelled
O001391,C01398,2023-01-24,Shipped
O001392,C00360,2024-07-19,Delivered
O001393,C00134,2024-03-19,Delivered
O001394,C01168,2024-05-09,Returned
O001395,C01072,2024-10-08,Cancelled
