order_item_id,order_id,customer_id,product_id,category,product_name,order_date,order_status,quantity,unit_price,discount_pct,line_revenue,review_score,estimated_delivery_date,actual_delivery_date,delay_days
OI002389,O001018,C01380,P0118,Beauty & Personal Care,Nail Care Kit,2023-03-25,Delivered,1,665.2,0.0,665.2,4.0,2023-03-30,2023-04-02,3.0
OI002390,O001018,C01380,P0016,Electronics,USB-C Hub,2023-03-25,Delivered,1,27653.48,10.0,24888.13,4.0,2023-03-30,2023-04-02,3.0
OI002391,O000313,C00664,P0170,Books,Comic Book Bundle - Variant 2,2023-11-18,Returned,1,525.76,0.0,525.76,2.0,2023-11-24,2023-11-25,1.0
OI002392,O003777,C01007,P0116,Beauty & Personal Care,Face Wash - Variant 2,2023-04-01,Delivered,1,2403.95,0.0,2403.95,4.0,2023-04-07,2023-04-07,0.0
OI002393,O000455,C00640,P0058,Fashion,Woolen Sweater,2024-06-26,Shipped,2,3276.0,0.0,6552.0,,,,
OI002394,O004127,C00801,P0159,Books,Cookbook - Variant 3,2023-07-24,Shipped,2,467.06,5.0,887.41,,,,
OI002395,O004127,C00801,P0035,Fashion,Denim Jacket - Variant 2,2023-07-24,Shipped,1,649.39,15.0,551.98,,,,
OI002396,O004127,C00801,P0009,Electronics,Smartwatch - Variant 3,2023-07-24,Shipped,1,14247.51,0.0,14247.51,,,,
OI002397,O004127,C00801,P0031,Fashion,Cotton T-Shirt,2023-07-24,Shipped,1,2125.78,0.0,2125.78,,,,
OI002398,O002257,C00190,P0186,Toys & Baby,Remote Control Car - Variant 3,2024-02-02,Delivered,2,486.61,15.0,827.24,3.0,2024-02-06,2024-02-07,1.0
OI002399,O002257,C00190,P0234,Grocery,Coffee Powder - Variant 3,2024-02-02,Delivered,1,463.28,0.0,463.28,3.0,2024-02-06,2024-02-07,1.0
OI002400,O002257,C00190,P0053,Fashion,Analog Watch - Variant 2,2024-02-02,Delivered,1,4564.56,0.0,4564.56,3.0,2024-02-06,2024-02-07,1.0
OI002401,O002257,C00190,P0094,Beauty & Personal Care,Sunscreen SPF50,2024-02-02,Delivered,1,2468.94,0.0,2468.94,3.0,2024-02-06,2024-02-07,1.0
OI002402,O001369,C01562,P0161,Books,Children's Story Set - Variant 2,2024-02-16,Delivered,3,593.3,0.0,1779.9,4.0,2024-02-23,2024-02-24,1.0
OI002403,O001369,C01562,P0194,Toys & Baby,Puzzle Set - Variant 2,2024-02-16,Delivered,1,1093.82,0.0,1093.82,4.0,2024-02-23,2024-02-24,1.0
OI002404,O001369,C01562,P0226,Grocery,Honey 500g,2024-02-16,Delivered,1,1175.86,5.0,1117.07,4.0,2024-02-23,2024-02-24,1.0
OI002405,O001422,C01269,P0195,Toys & Baby,Puzzle Set - Variant 3,2024-08-20,Delivered,2,2663.56,5.0,5060.76,1.0,2024-08-25,2024-09-04,10.0
OI002406,O000332,C01445,P0077,Home & Kitchen,Table Lamp - Variant 2,2023-04-20,Returned,1,1474.07,0.0,1474.07,3.0,2023-04-25,2023-04-28,3.0
OI002407,O000332,C01445,P0214,Grocery,Cooking Oil 1L,2023-04-20,Returned,1,689.22,5.0,654.76,3.0,2023-04-25,2023-04-28,3.0
OI002408,O004153,C01577,P0176,Books,History Book - Variant 2,2024-01-03,Delivered,1,551.82,5.0,524.23,5.0,2024-01-09,2024-01-09,0.0
OI002409,O004153,C01577,P0111,Beauty & Personal Care,Perfume - Variant 3,2024-01-03,Delivered,1,2006.08,0.0,2006.08,5.0,2024-01-09,2024-01-09,0.0
OI002410,O004153,C01577,P0040,Fashion,Formal Shirt,2024-01-03,Delivered,1,1983.79,5.0,1884.6,5.0,2024-01-09,2024-01-09,0.0
OI002411,O000820,C01564,P0177,Books,History Book - Variant 3,2023-01-19,Delivered,1,691.82,0.0,691.82,5.0,2023-01-24,2023-01-22,-2.0
OI002412,O001640,C00090,P0017,Electronics,USB-C Hub - Variant 2,2023-07-20,Delivered,2,3675.28,0.0,7350.56,4.0,2023-07-27,2023-07-28,1.0
OI002413,O003927,C00228,P0214,Grocery,Cooking Oil 1L,2023-12-05,Returned,1,689.22,15.0,585.84,4.0,2023-12-11,2023-12-09,-2.0
OI002414,O001563,C00597,P0231,Grocery,Almonds 250g - Variant 3,2023-11-08,Cancelled,1,219.41,0.0,219.41,,,,
OI002415,O001563,C00597,P0041,Fashion,Formal Shirt - Variant 2,2023-11-08,Cancelled,2,4355.59,0.0,8711.18,,,,
OI002416,O000771,C01287,P0122,Sports & Fitness,Yoga Mat - Variant 2,2024-04-09,Cancelled,2,6428.59,0.0,12857.18,,,,
OI002417,O000771,C01287,P0097,Beauty & Personal Care,Hair Dryer,2024-04-09,Cancelled,1,2710.21,0.0,2710.21,,,,
OI002418,O002140,C00604,P0002,Electronics,Wireless Earbuds - Variant 2,2023-07-05,Delivered,1,33154.13,15.0,28181.01,3.0,2023-07-11,2023-07-14,3.0
OI002419,O003837,C01320,P0044,Fashion,Leather Wallet - Variant 2,2024-12-07,Delivered,1,3728.15,10.0,3355.34,3.0,2024-12-12,2024-12-10,-2.0
OI002420,O000331,C00798,P0096,Beauty & Personal Care,Sunscreen SPF50 - Variant 3,2024-05-20,Delivered,1,369.0,0.0,369.0,4.0,2024-05-27,2024-05-28,1.0
OI002421,O000331,C00798,P0009,Electronics,Smartwatch - Variant 3,2024-05-20,Delivered,1,14247.51,0.0,14247.51,4.0,2024-05-27,2024-05-28,1.0
OI002422,O000331,C00798,P0137,Sports & Fitness,Fitness Tracker - Variant 2,2024-05-20,Delivered,1,6108.38,0.0,6108.38,4.0,2024-05-27,2024-05-28,1.0
OI002423,O000331,C00798,P0045,Fashion,Leather Wallet - Variant 3,2024-05-20,Delivered,1,4468.9,0.0,4468.9,4.0,2024-05-27,2024-05-28,1.0
OI002424,O002881,C00993,P0176,Books,History Book - Variant 2,2024-01-05,Returned,1,551.82,0.0,551.82,3.0,2024-01-09,2024-01-09,0.0
OI002425,O002881,C00993,P0216,Grocery,Cooking Oil 1L - Variant 3,2024-01-05,Returned,1,256.34,0.0,256.34,3.0,2024-01-09,2024-01-09,0.0
OI002426,O001286,C00292,P0229,Grocery,Almonds 250g,2024-03-01,Returned,1,65.46,10.0,58.91,5.0,2024-03-06,2024-03-05,-1.0
OI002427,O001286,C00292,P0108,Beauty & Personal Care,Moisturizer - Variant 3,2024-03-01,Returned,1,2164.32,0.0,2164.32,5.0,2024-03-06,2024-03-05,-1.0
OI002428,O001642,C01227,P0028,Electronics,Smartphone Case,2024-09-25,Delivered,1,27227.18,5.0,25865.82,1.0,2024-09-30,2024-10-08,8.0
OI002429,O001771,C01504,P0022,Electronics,Mechanical Keyboard,2023-11-23,Delivered,1,2319.97,0.0,2319.97,3.0,2023-11-30,2023-11-29,-1.0
OI002430,O002155,C00963,P0196,Toys & Baby,Baby Feeding Bottle,2023-01-17,Delivered,1,3467.19,5.0,3293.83,3.0,2023-01-22,2023-01-23,1.0
OI002431,O002155,C00963,P0041,Fashion,Formal Shirt - Variant 2,2023-01-17,Delivered,1,4355.59,20.0,3484.47,3.0,2023-01-22,2023-01-23,1.0
OI002432,O002155,C00963,P0055,Fashion,Sneakers,2023-01-17,Delivered,3,1374.35,0.0,4123.05,3.0,2023-01-22,2023-01-23,1.0
OI002433,O002155,C00963,P0019,Electronics,Gaming Mouse,2023-01-17,Delivered,1,14263.93,0.0,14263.93,3.0,2023-01-22,2023-01-23,1.0
OI002434,O000758,C01199,P0040,Fashion,Formal Shirt,2023-02-18,Delivered,1,1983.79,0.0,1983.79,4.0,2023-02-23,2023-02-23,0.0
OI002435,O001092,C00269,P0107,Beauty & Personal Care,Moisturizer - Variant 2,2023-07-20,Delivered,1,1989.69,10.0,1790.72,4.0,2023-07-26,2023-07-29,3.0
OI002436,O001092,C00269,P0028,Electronics,Smartphone Case,2023-07-20,Delivered,1,27227.18,5.0,25865.82,4.0,2023-07-26,2023-07-29,3.0
OI002437,O001092,C00269,P0112,Beauty & Personal Care,Shampoo Combo,2023-07-20,Delivered,1,370.66,0.0,370.66,4.0,2023-07-26,2023-07-29,3.0
OI002438,O001702,C00080,P0059,Fashion,Woolen Sweater - Variant 2,2023-08-14,Delivered,1,4076.26,10.0,3668.63,4.0,2023-08-18,2023-08-20,2.0
OI002439,O000074,C00453,P0180,Books,Travel Guide - Variant 3,2024-09-12,Shipped,1,945.21,0.0,945.21,,,,
OI002440,O003782,C00086,P0209,Toys & Baby,Board Game - Variant 2,2023-12-17,Delivered,1,1131.26,0.0,1131.26,5.0,2023-12-23,2023-12-22,-1.0
OI002441,O003782,C00086,P0043,Fashion,Leather Wallet,2023-12-17,Delivered,1,1760.62,0.0,1760.62,5.0,2023-12-23,2023-12-22,-1.0
OI002442,O004182,C00812,P0069,Home & Kitchen,Air Fryer - Variant 3,2024-10-23,Delivered,1,4764.36,5.0,4526.14,5.0,2024-10-27,2024-10-25,-2.0
OI002443,O004182,C00812,P0183,Toys & Baby,Building Blocks Set - Variant 3,2024-10-23,Delivered,1,3302.91,0.0,3302.91,5.0,2024-10-27,2024-10-25,-2.0
OI002444,O003572,C00130,P0134,Sports & Fitness,Football - Variant 2,2024-04-17,Returned,1,4969.01,0.0,4969.01,4.0,2024-04-22,2024-04-21,-1.0
OI002445,O001853,C01002,P0183,Toys & Baby,Building Blocks Set - Variant 3,2024-03-04,Cancelled,1,3302.91,0.0,3302.91,,,,
OI002446,O001853,C01002,P0143,Sports & Fitness,Gym Bag - Variant 2,2024-03-04,Cancelled,1,4173.48,5.0,3964.81,,,,
OI002447,O003319,C01315,P0227,Grocery,Honey 500g - Variant 2,2023-10-11,Cancelled,1,664.12,0.0,664.12,,,,
OI002448,O003319,C01315,P0174,Books,Poetry Collection - Variant 3,2023-10-11,Cancelled,1,670.58,20.0,536.46,,,,
OI002449,O000292,C01289,P0136,Sports & Fitness,Fitness Tracker,2024-10-24,Shipped,1,5721.72,0.0,5721.72,,,,
OI002450,O000292,C01289,P0231,Grocery,Almonds 250g - Variant 3,2024-10-24,Shipped,1,219.41,0.0,219.41,,,,
OI002451,O001289,C01002,P0239,Grocery,Spice Combo Pack - Variant 2,2023-05-24,Delivered,1,156.01,10.0,140.41,2.0,2023-05-30,2023-05-31,1.0
OI002452,O001289,C01002,P0152,Books,Self-Help Bestseller - Variant 2,2023-05-24,Delivered,1,585.57,0.0,585.57,2.0,2023-05-30,2023-05-31,1.0
OI002453,O003923,C00705,P0231,Grocery,Almonds 250g - Variant 3,2024-10-19,Delivered,1,219.41,15.0,186.5,3.0,2024-10-26,2024-10-26,0.0
OI002454,O003923,C00705,P0235,Grocery,Breakfast Cereal,2024-10-19,Delivered,1,373.21,0.0,373.21,3.0,2024-10-26,2024-10-26,0.0
OI002455,O001531,C00025,P0150,Sports & Fitness,Protein Shaker - Variant 3,2024-02-21,Delivered,1,4472.37,0.0,4472.37,5.0,2024-02-27,2024-02-27,0.0
OI002456,O001531,C00025,P0085,Home & Kitchen,Cutlery Set,2024-02-21,Delivered,3,557.82,0.0,1673.46,5.0,2024-02-27,2024-02-27,0.0
OI002457,O004113,C01376,P0227,Grocery,Honey 500g - Variant 2,2024-07-20,Shipped,2,664.12,0.0,1328.24,,,,
OI002458,O000042,C01321,P0116,Beauty & Personal Care,Face Wash - Variant 2,2023-12-26,Returned,1,2403.95,0.0,2403.95,4.0,2023-12-31,2024-01-02,2.0
OI002459,O003799,C01351,P0041,Fashion,Formal Shirt - Variant 2,2023-11-08,Returned,1,4355.59,0.0,4355.59,5.0,2023-11-12,2023-11-10,-2.0
OI002460,O003799,C01351,P0213,Grocery,Basmati Rice 5kg - Variant 3,2023-11-08,Returned,1,132.46,0.0,132.46,5.0,2023-11-12,2023-11-10,-2.0
OI002461,O003799,C01351,P0153,Books,Self-Help Bestseller - Variant 3,2023-11-08,Returned,1,752.48,0.0,752.48,5.0,2023-11-12,2023-11-10,-2.0
OI002462,O003799,C01351,P0137,Sports & Fitness,Fitness Tracker - Variant 2,2023-11-08,Returned,1,6108.38,0.0,6108.38,5.0,2023-11-12,2023-11-10,-2.0
OI002463,O000847,C00209,P0170,Books,Comic Book Bundle - Variant 2,2024-08-19,Cancelled,1,525.76,0.0,525.76,,,,
OI002464,O000847,C00209,P0146,Sports & Fitness,Badminton Racket - Variant 2,2024-08-19,Cancelled,1,503.35,0.0,503.35,,,,
OI002465,O002678,C00054,P0056,Fashion,Sneakers - Variant 2,2024-07-02,Returned,1,1660.83,0.0,1660.83,2.0,2024-07-07,2024-07-17,10.0
OI002466,O002399,C00928,P0115,Beauty & Personal Care,Face Wash,2024-02-04,Delivered,1,2685.94,15.0,2283.05,5.0,2024-02-08,2024-02-06,-2.0
OI002467,O002399,C00928,P0109,Beauty & Personal Care,Perfume,2024-02-04,Delivered,1,1042.66,15.0,886.26,5.0,2024-02-08,2024-02-06,-2.0
OI002468,O002358,C01491,P0045,Fashion,Leather Wallet - Variant 3,2024-07-03,Cancelled,2,4468.9,0.0,8937.8,,,,
OI002469,O000319,C01323,P0157,Books,Cookbook,2024-03-02,Delivered,2,121.82,0.0,243.64,4.0,2024-03-09,2024-03-10,1.0
OI002470,O004053,C00458,P0215,Grocery,Cooking Oil 1L - Variant 2,2024-01-08,Cancelled,1,557.83,0.0,557.83,,,,
OI002471,O002408,C00851,P0204,Toys & Baby,Diaper Pack - Variant 3,2023-09-04,Cancelled,1,1452.83,5.0,1380.19,,,,
OI002472,O003252,C00851,P0114,Beauty & Personal Care,Shampoo Combo - Variant 3,2023-08-12,Returned,2,2920.73,5.0,5549.39,3.0,2023-08-18,2023-08-19,1.0
OI002473,O003278,C01249,P0072,Home & Kitchen,Blender - Variant 3,2024-12-05,Shipped,1,4574.79,10.0,4117.31,,,,
OI002474,O003278,C01249,P0081,Home & Kitchen,Storage Organizer - Variant 3,2024-12-05,Shipped,1,3435.49,10.0,3091.94,,,,
OI002475,O001627,C01393,P0067,Home & Kitchen,Air Fryer,2024-06-07,Cancelled,1,1253.82,0.0,1253.82,,,,
OI002476,O003724,C00131,P0156,Books,Fiction Novel - Variant 3,2024-08-20,Shipped,1,494.07,0.0,494.07,,,,
OI002477,O003409,C00967,P0055,Fashion,Sneakers,2024-03-09,Returned,1,1374.35,0.0,1374.35,3.0,2024-03-13,2024-03-15,2.0
OI002478,O002349,C00241,P0238,Grocery,Spice Combo Pack,2023-05-19,Delivered,1,814.17,0.0,814.17,5.0,2023-05-25,2023-05-25,0.0
OI002479,O002349,C00241,P0188,Toys & Baby,Baby Stroller - Variant 2,2023-05-19,Delivered,1,387.48,15.0,329.36,5.0,2023-05-25,2023-05-25,0.0
OI002480,O003041,C01336,P0205,Toys & Baby,Kids Bicycle,2023-08-04,Delivered,1,3182.03,0.0,3182.03,4.0,2023-08-11,2023-08-12,1.0
OI002481,O001467,C01568,P0198,Toys & Baby,Baby Feeding Bottle - Variant 3,2023-03-19,Delivered,1,1290.69,0.0,1290.69,3.0,2023-03-23,2023-03-22,-1.0
OI002482,O001467,C01568,P0214,Grocery,Cooking Oil 1L,2023-03-19,Delivered,1,689.22,10.0,620.3,3.0,2023-03-23,2023-03-22,-1.0
OI002483,O003194,C00103,P0006,Electronics,Bluetooth Speaker - Variant 3,2024-07-12,Shipped,1,1709.83,0.0,1709.83,,,,
OI002484,O001794,C00229,P0051,Fashion,Backpack - Variant 3,2024-09-03,Delivered,1,446.72,5.0,424.38,2.0,2024-09-07,2024-09-13,6.0
OI002485,O000997,C00821,P0104,Beauty & Personal Care,Lipstick Set - Variant 2,2024-12-01,Delivered,1,393.27,20.0,314.62,5.0,2024-12-05,2024-12-05,0.0
OI002486,O000997,C00821,P0076,Home & Kitchen,Table Lamp,2024-12-01,Delivered,1,8191.74,0.0,8191.74,5.0,2024-12-05,2024-12-05,0.0
OI002487,O000997,C00821,P0097,Beauty & Personal Care,Hair Dryer,2024-12-01,Delivered,2,2710.21,5.0,5149.4,5.0,2024-12-05,2024-12-05,0.0
OI002488,O001663,C00082,P0198,Toys & Baby,Baby Feeding Bottle - Variant 3,2024-06-25,Shipped,2,1290.69,5.0,2452.31,,,,
OI002489,O003116,C01293,P0138,Sports & Fitness,Fitness Tracker - Variant 3,2024-08-22,Delivered,2,3724.99,0.0,7449.98,2.0,2024-08-27,2024-09-05,9.0
OI002490,O003116,C01293,P0120,Beauty & Personal Care,Nail Care Kit - Variant 3,2024-08-22,Delivered,1,1970.87,5.0,1872.33,2.0,2024-08-27,2024-09-05,9.0
OI002491,O000175,C00221,P0238,Grocery,Spice Combo Pack,2024-11-28,Delivered,1,814.17,5.0,773.46,5.0,2024-12-05,2024-12-04,-1.0
OI002492,O003444,C00597,P0024,Electronics,Mechanical Keyboard - Variant 3,2023-11-17,Cancelled,1,14577.63,15.0,12390.99,,,,
OI002493,O001204,C00283,P0224,Grocery,Instant Noodles Pack - Variant 2,2024-11-27,Delivered,1,1478.7,0.0,1478.7,4.0,2024-12-03,2024-12-01,-2.0
OI002494,O001348,C00560,P0149,Sports & Fitness,Protein Shaker - Variant 2,2024-03-16,Shipped,2,5457.96,0.0,10915.92,,,,
OI002495,O002983,C01551,P0030,Electronics,Smartphone Case - Variant 3,2023-12-05,Delivered,1,2799.05,5.0,2659.1,3.0,2023-12-09,2023-12-07,-2.0
OI002496,O000086,C01078,P0204,Toys & Baby,Diaper Pack - Variant 3,2024-12-07,Cancelled,1,1452.83,0.0,1452.83,,,,
OI002497,O001754,C00776,P0178,Books,Travel Guide,2023-10-11,Shipped,1,162.51,0.0,162.51,,,,
OI002498,O001754,C00776,P0033,Fashion,Cotton T-Shirt - Variant 3,2023-10-11,Shipped,2,1619.39,0.0,3238.78,,,,
OI002499,O004059,C01033,P0231,Grocery,Almonds 250g - Variant 3,2024-03-07,Delivered,2,219.41,5.0,416.88,2.0,2024-03-12,2024-03-14,2.0
OI002500,O003854,C00460,P0014,Electronics,Laptop Stand - Variant 2,2024-12-04,Returned,1,9625.58,10.0,8663.02,3.0,2024-12-10,2024-12-13,3.0
OI002501,O001701,C01205,P0059,Fashion,Woolen Sweater - Variant 2,2023-10-16,Delivered,1,4076.26,0.0,4076.26,2.0,2023-10-23,2023-10-26,3.0
OI002502,O001701,C01205,P0189,Toys & Baby,Baby Stroller - Variant 3,2023-10-16,Delivered,1,2979.33,10.0,2681.4,2.0,2023-10-23,2023-10-26,3.0
OI002503,O003694,C01107,P0180,Books,Travel Guide - Variant 3,2024-05-11,Delivered,1,945.21,0.0,945.21,5.0,2024-05-15,2024-05-14,-1.0
OI002504,O001343,C01101,P0137,Sports & Fitness,Fitness Tracker - Variant 2,2024-06-08,Delivered,2,6108.38,0.0,12216.76,4.0,2024-06-14,2024-06-13,-1.0
OI002505,O001343,C01101,P0220,Grocery,Green Tea Pack,2024-06-08,Delivered,1,1073.05,0.0,1073.05,4.0,2024-06-14,2024-06-13,-1.0
OI002506,O001036,C00196,P0029,Electronics,Smartphone Case - Variant 2,2024-11-03,Shipped,1,4711.37,5.0,4475.8,,,,
OI002507,O001036,C00196,P0144,Sports & Fitness,Gym Bag - Variant 3,2024-11-03,Shipped,2,3418.51,5.0,6495.17,,,,
OI002508,O001056,C00109,P0123,Sports & Fitness,Yoga Mat - Variant 3,2024-03-26,Delivered,1,402.56,15.0,342.18,4.0,2024-03-31,2024-04-03,3.0
OI002509,O001056,C00109,P0102,Beauty & Personal Care,Electric Trimmer - Variant 3,2024-03-26,Delivered,1,567.72,0.0,567.72,4.0,2024-03-31,2024-04-03,3.0
OI002510,O002094,C01564,P0233,Grocery,Coffee Powder - Variant 2,2024-01-01,Returned,1,1444.15,10.0,1299.74,3.0,2024-01-06,2024-01-06,0.0
OI002511,O001049,C00576,P0167,Books,Business Strategy Book - Variant 2,2024-12-27,Cancelled,2,111.95,10.0,201.51,,,,
OI002512,O003840,C00377,P0149,Sports & Fitness,Protein Shaker - Variant 2,2024-02-08,Cancelled,1,5457.96,0.0,5457.96,,,,
OI002513,O002761,C00477,P0183,Toys & Baby,Building Blocks Set - Variant 3,2024-12-02,Delivered,2,3302.91,0.0,6605.82,5.0,2024-12-09,2024-12-08,-1.0
OI002514,O004007,C00860,P0189,Toys & Baby,Baby Stroller - Variant 3,2024-06-13,Delivered,1,2979.33,10.0,2681.4,4.0,2024-06-17,2024-06-17,0.0
OI002515,O000891,C00126,P0210,Toys & Baby,Board Game - Variant 3,2023-10-25,Delivered,1,2401.94,0.0,2401.94,5.0,2023-10-29,2023-10-27,-2.0
OI002516,O000891,C00126,P0035,Fashion,Denim Jacket - Variant 2,2023-10-25,Delivered,1,649.39,0.0,649.39,5.0,2023-10-29,2023-10-27,-2.0
OI002517,O001612,C01376,P0014,Electronics,Laptop Stand - Variant 2,2023-12-03,Returned,1,9625.58,0.0,9625.58,3.0,2023-12-09,2023-12-10,1.0
OI002518,O001648,C01199,P0133,Sports & Fitness,Football,2023-03-11,Delivered,1,6177.4,0.0,6177.4,5.0,2023-03-16,2023-03-15,-1.0
OI002519,O001059,C01446,P0047,Fashion,Sunglasses - Variant 2,2023-12-06,Delivered,1,3874.69,0.0,3874.69,5.0,2023-12-13,2023-12-12,-1.0
OI002520,O000607,C00972,P0138,Sports & Fitness,Fitness Tracker - Variant 3,2023-04-26,Delivered,1,3724.99,0.0,3724.99,5.0,2023-05-01,2023-04-30,-1.0
OI002521,O002985,C00341,P0225,Grocery,Instant Noodles Pack - Variant 3,2024-06-04,Delivered,1,594.58,0.0,594.58,5.0,2024-06-11,2024-06-11,0.0
OI002522,O004076,C01558,P0060,Fashion,Woolen Sweater - Variant 3,2023-01-20,Delivered,1,4494.03,20.0,3595.22,4.0,2023-01-24,2023-01-24,0.0
OI002523,O002865,C01011,P0205,Toys & Baby,Kids Bicycle,2024-07-14,Delivered,2,3182.03,0.0,6364.06,2.0,2024-07-20,2024-07-30,10.0
OI002524,O000508,C01451,P0033,Fashion,Cotton T-Shirt - Variant 3,2024-04-04,Delivered,1,1619.39,0.0,1619.39,3.0,2024-04-11,2024-04-13,2.0
OI002525,O001523,C00513,P0062,Home & Kitchen,Non-stick Cookware Set - Variant 2,2023-05-22,Delivered,3,2997.43,0.0,8992.29,5.0,2023-05-29,2023-05-29,0.0
OI002526,O000026,C01067,P0233,Grocery,Coffee Powder - Variant 2,2023-08-24,Delivered,1,1444.15,15.0,1227.53,4.0,2023-08-28,2023-08-30,2.0
OI002527,O001998,C01494,P0013,Electronics,Laptop Stand,2023-07-08,Shipped,1,20958.29,0.0,20958.29,,,,
OI002528,O001998,C01494,P0131,Sports & Fitness,Cricket Bat - Variant 2,2023-07-08,Shipped,2,4419.55,0.0,8839.1,,,,
OI002529,O004094,C00313,P0220,Grocery,Green Tea Pack,2024-09-08,Returned,1,1073.05,0.0,1073.05,1.0,2024-09-13,2024-09-23,10.0
OI002530,O003931,C01014,P0156,Books,Fiction Novel - Variant 3,2024-08-20,Delivered,2,494.07,5.0,938.73,1.0,2024-08-27,2024-09-04,8.0
OI002531,O003931,C01014,P0140,Sports & Fitness,Skipping Rope - Variant 2,2024-08-20,Delivered,1,5002.18,0.0,5002.18,1.0,2024-08-27,2024-09-04,8.0
OI002532,O000449,C01538,P0227,Grocery,Honey 500g - Variant 2,2023-01-05,Returned,1,664.12,0.0,664.12,5.0,2023-01-12,2023-01-11,-1.0
OI002533,O001287,C00625,P0019,Electronics,Gaming Mouse,2023-08-19,Delivered,1,14263.93,0.0,14263.93,4.0,2023-08-25,2023-08-27,2.0
OI002534,O002355,C00443,P0062,Home & Kitchen,Non-stick Cookware Set - Variant 2,2023-02-17,Returned,1,2997.43,0.0,2997.43,4.0,2023-02-21,2023-02-19,-2.0
OI002535,O001680,C01478,P0138,Sports & Fitness,Fitness Tracker - Variant 3,2024-09-06,Delivered,1,3724.99,5.0,3538.74,1.0,2024-09-12,2024-09-21,9.0
OI002536,O003373,C00654,P0142,Sports & Fitness,Gym Bag,2023-06-02,Returned,1,2815.41,0.0,2815.41,4.0,2023-06-08,2023-06-10,2.0
OI002537,O002150,C00749,P0022,Electronics,Mechanical Keyboard,2023-05-06,Delivered,1,2319.97,20.0,1855.98,2.0,2023-05-10,2023-05-11,1.0
OI002538,O000856,C00975,P0087,Home & Kitchen,Cutlery Set - Variant 3,2023-05-12,Cancelled,1,4705.42,0.0,4705.42,,,,
OI002539,O002787,C00441,P0135,Sports & Fitness,Football - Variant 3,2023-09-12,Delivered,1,2707.59,0.0,2707.59,5.0,2023-09-18,2023-09-16,-2.0
OI002540,O000899,C01214,P0138,Sports & Fitness,Fitness Tracker - Variant 3,2024-05-10,Delivered,1,3724.99,15.0,3166.24,5.0,2024-05-15,2024-05-14,-1.0
OI002541,O001785,C01298,P0024,Electronics,Mechanical Keyboard - Variant 3,2023-03-22,Cancelled,1,14577.63,0.0,14577.63,,,,
OI002542,O003813,C00920,P0067,Home & Kitchen,Air Fryer,2023-12-25,Delivered,1,1253.82,0.0,1253.82,2.0,2023-12-31,2024-01-03,3.0
OI002543,O000959,C00251,P0067,Home & Kitchen,Air Fryer,2023-02-09,Returned,1,1253.82,0.0,1253.82,4.0,2023-02-13,2023-02-16,3.0
OI002544,O002570,C01218,P0086,Home & Kitchen,Cutlery Set - Variant 2,2023-05-11,Delivered,1,6161.57,0.0,6161.57,5.0,2023-05-16,2023-05-15,-1.0
OI002545,O002570,C01218,P0141,Sports & Fitness,Skipping Rope - Variant 3,2023-05-11,Delivered,1,6262.04,0.0,6262.04,5.0,2023-05-16,2023-05-15,-1.0
OI002546,O001911,C00628,P0035,Fashion,Denim Jacket - Variant 2,2023-03-24,Shipped,1,649.39,20.0,519.51,,,,
OI002547,O001514,C00784,P0212,Grocery,Basmati Rice 5kg - Variant 2,2024-02-09,Delivered,3,181.25,0.0,543.75,3.0,2024-02-16,2024-02-17,1.0
OI002548,O002003,C01029,P0046,Fashion,Sunglasses,2024-03-24,Shipped,1,861.09,0.0,861.09,,,,
OI002549,O000466,C00598,P0012,Electronics,Power Bank 10000mAh - Variant 3,2023-12-22,Returned,1,13712.79,20.0,10970.23,4.0,2023-12-26,2023-12-24,-2.0
OI002550,O003910,C00851,P0110,Beauty & Personal Care,Perfume - Variant 2,2024-09-06,Delivered,1,1982.94,5.0,1883.79,2.0,2024-09-10,2024-09-19,9.0
OI002551,O003416,C01562,P0126,Sports & Fitness,Adjustable Dumbbells - Variant 3,2023-09-01,Delivered,1,2271.81,0.0,2271.81,3.0,2023-09-08,2023-09-11,3.0
OI002552,O003416,C01562,P0218,Grocery,Assorted Snacks Box - Variant 2,2023-09-01,Delivered,1,170.95,0.0,170.95,3.0,2023-09-08,2023-09-11,3.0
OI002553,O001480,C00134,P0215,Grocery,Cooking Oil 1L - Variant 2,2023-11-23,Delivered,1,557.83,0.0,557.83,3.0,2023-11-29,2023-11-30,1.0
OI002554,O000125,C01578,P0053,Fashion,Analog Watch - Variant 2,2024-06-04,Delivered,2,4564.56,0.0,9129.12,2.0,2024-06-11,2024-06-13,2.0
OI002555,O000125,C01578,P0036,Fashion,Denim Jacket - Variant 3,2024-06-04,Delivered,1,3928.55,0.0,3928.55,2.0,2024-06-11,2024-06-13,2.0
OI002556,O000125,C01578,P0206,Toys & Baby,Kids Bicycle - Variant 2,2024-06-04,Delivered,1,1218.7,0.0,1218.7,2.0,2024-06-11,2024-06-13,2.0
OI002557,O003229,C00652,P0203,Toys & Baby,Diaper Pack - Variant 2,2024-11-21,Delivered,1,1221.17,0.0,1221.17,4.0,2024-11-25,2024-11-28,3.0
OI002558,O003229,C00652,P0057,Fashion,Sneakers - Variant 3,2024-11-21,Delivered,1,4668.58,20.0,3734.86,4.0,2024-11-25,2024-11-28,3.0
OI002559,O003229,C00652,P0179,Books,Travel Guide - Variant 2,2024-11-21,Delivered,2,122.86,5.0,233.43,4.0,2024-11-25,2024-11-28,3.0
